OBJECTID,NAME,DESCRIPTION,UPDATE_DATE,Shape__Area,Shape__Length
112,,DAM/WEIR,1553299200000,-6228.84631347656,202442.926095386
113,,DAM/WEIR,1394409600000,7859.01196289063,306025.7225316133
114,,LAKE/POND,1553299200000,42708.4691162109,579261.0677654329
115,,LAKE/POND,1553299200000,60756.9520263672,176854.92888815486
116,,LAKE/POND,1394409600000,-21922.7805175781,856627.7660496822
117,,LAKE/POND,1553299200000,25835.3819580078,758542.9193626967
118,,LAKE/POND,1394409600000,14189.9310302734,719490.2901923858
119,,LAKE/POND,1394409600000,109844.432739258,432149.39837808645
120,,LAKE/POND,1553299200000,15676.2896728516,627345.4825095322
121,,TUNNEL/CULVERT,1394409600000,-1902.88391113281,584138.9750178754
122,,TUNNEL/CULVERT,1394409600000,2091.51037597656,649880.967048063
123,,LAKE/POND,1394409600000,-41079.4022216797,84535.79226345396
124,,LAKE/POND,1553299200000,-25725.3192138672,415865.4056229904
125,,STREAM/RIVER,1553299200000,33460.6285400391,41709.97083033243
126,,DAM/WEIR,1394409600000,9809.25012207031,494040.9261717752
127,,DAM/WEIR,1394409600000,-7613.45922851563,329927.8963503397
128,,DAM/WEIR,1394409600000,-9885.08801269531,144609.59192297142
129,,DAM/WEIR,1394409600000,-596.778076171875,103492.52402281166
130,,DAM/WEIR,1394409600000,-4947.642578125,587685.2200759221
131,,DAM/WEIR,1394409600000,8159.17639160156,170675.73864706387
132,,DAM/WEIR,1394409600000,-1903.18359375,925126.6812448412
133,,DAM/WEIR,1394409600000,11608.5162353516,581102.4525252852
134,,DAM/WEIR,1394409600000,-6795.27014160156,346934.77068457904
135,,DAM/WEIR,1394409600000,-5769.28576660156,590955.8090167771
136,,DAM/WEIR,1394409600000,4397.0185546875,22901.5678387235
137,,RESERVOIR,1394409600000,-6175.62744140625,958562.3987609079
138,,ROCK/ISLAND,1394409600000,4199.34765625,482354.724295769
139,,LAKE/POND,1553299200000,9286.24682617188,782756.1709923339
140,,STREAM/RIVER,1394409600000,54307.2554931641,82821.6441924464
141,,LAKE/POND,1394409600000,8857.20166015625,486709.17834674567
142,,LAKE/POND,1394409600000,-40705.1683349609,490757.4329480911
143,,LAKE/POND,1553299200000,42654.5548095703,937831.7345030304
144,,LAKE/POND,1394409600000,71945.7508544922,571770.3078427854
145,,LAKE/POND,1394409600000,63979.736328125,473541.5786274471
146,,LAKE/POND,1394409600000,-5553.46508789063,267048.6985499213
147,,LAKE/POND,1394409600000,-14070.0863037109,331635.5088738206
148,,LAKE/POND,1553299200000,-45250.9244384766,520719.81455888815
149,,LAKE/POND,1553299200000,-22390.4611816406,438967.13024755585
150,,LAKE/POND,1394409600000,26474.3692626953,21709.897060262512
151,,LAKE/POND,1394409600000,-5065.3154296875,826308.4687100141
152,,RESERVOIR,1553299200000,-2227.98059082031,896170.259601811
153,,RESERVOIR,1553299200000,-3149.40661621094,140334.92384062192
154,,LAKE/POND,1394409600000,89328.9769287109,554080.185888552
155,,LAKE/POND,1394409600000,-2089.35217285156,108664.77498558887
156,,LAKE/POND,1394409600000,3054.64916992188,672272.1967904146
157,,LAKE/POND,1394409600000,-19952.4294433594,281305.37922684057
158,,LAKE/POND,1553299200000,54797.4587402344,659456.0330057979
159,,LAKE/POND,1553299200000,-21104.9486083984,727021.1878308397
160,,LAKE/POND,1553299200000,142036.342163086,768669.8585209734
161,,TUNNEL/CULVERT,1394409600000,-1880.07629394531,107830.06412035502
162,,TUNNEL/CULVERT,1394409600000,-1763.05700683594,916019.327941249
163,,TUNNEL/CULVERT,1394409600000,-1895.07482910156,230290.73928180043
164,,TUNNEL/CULVERT,1394409600000,-2073.89086914063,37508.77750800599
165,,TUNNEL/CULVERT,1394409600000,-3340.46533203125,554896.4292920749
166,,LAKE/POND,1553299200000,3545.99865722656,370984.82071176864
167,,RESERVOIR,1394409600000,10481.6088867188,829805.9343683568
168,,ROCK/ISLAND,1394409600000,-101.087158203125,808269.8386656233
169,,ROCK/ISLAND,1553299200000,1869.33544921875,317206.86179454025
170,,LAKE/POND,1394409600000,47849.6229248047,952903.152230843
171,,RESERVOIR,1394409600000,-2944.31359863281,290988.45543846645
172,,RESERVOIR,1394409600000,-6095.12121582031,515105.10846166214
173,,STREAM/RIVER,1553299200000,-28490.8035888672,256039.2380934554
174,,STREAM/RIVER,1553299200000,-1886.08874511719,936049.0296483884
175,,LAKE/POND,1553299200000,19210.5856933594,164691.19219244237
176,,RESERVOIR,1553299200000,5445.34655761719,45006.08341977036
177,,LAKE/POND,1553299200000,74725.6540527344,435153.11519997765
178,,ROCK/ISLAND,1553299200000,23522.6478271484,992375.3341238674
179,,ROCK/ISLAND,1553299200000,53074.95703125,891687.2068510222
180,,LAKE/POND,1553299200000,-2423.25598144531,748632.4100469841
181,,RESERVOIR,1553299200000,-4034.37438964844,890802.5208369461
182,,DAM/WEIR,1394409600000,-4951.81103515625,893456.4015872537
183,,DAM/WEIR,1394409600000,-43131.2120361328,518905.95569205005
184,,DAM/WEIR,1394409600000,-16411.0134277344,315997.1429965581
185,,DAM/WEIR,1394409600000,8781.52221679688,772034.4588553448
186,,DAM/WEIR,1394409600000,-5575.03869628906,661694.4353801812
187,,DAM/WEIR,1394409600000,-6359.53552246094,373719.98944309383
188,,DAM/WEIR,1394409600000,3825.96923828125,94557.12692804105
189,,DAM/WEIR,1394409600000,-4516.84484863281,746814.1855982797
190,,DAM/WEIR,1394409600000,2599.24926757813,262534.0074107565
191,,DAM/WEIR,1394409600000,-56402.2188720703,936818.5324055753
192,,DAM/WEIR,1394409600000,11495.7628173828,241046.23697760917
193,,DAM/WEIR,1394409600000,-5303.42492675781,122845.53386031247
194,,DAM/WEIR,1394409600000,3656.84375,831128.7297450216
195,,DAM/WEIR,1553299200000,-3566.99462890625,153368.83490851498
196,,DAM/WEIR,1394409600000,-15154.7053222656,179350.20205861516
197,,DAM/WEIR,1394409600000,5575.05603027344,599422.2538588999
198,,LAKE/POND,1394409600000,-2534.19604492188,874573.7100713399
199,,LAKE/POND,1394409600000,-20911.6491699219,196514.82581333607
200,,LAKE/POND,1394409600000,13128.3050537109,310392.3302091319
201,,LAKE/POND,1553299200000,-27277.8913574219,777426.3203525152
202,,LAKE/POND,1394409600000,40135.4519042969,971828.2715919352
203,,LAKE/POND,1394409600000,4317.71545410156,500790.6113425359
204,,LAKE/POND,1394409600000,-2381.22021484375,143982.9689034931
205,,LAKE/POND,1394409600000,1954.11059570313,14034.880143143017
206,,SPILLWAY,1394409600000,-1115.93334960938,229732.83473982537
207,,STREAM/RIVER,1394409600000,7756.79919433594,131908.9037425246
208,,STREAM/RIVER,1394409600000,-32766.6264648438,677690.2300868225
209,,STREAM/RIVER,1394409600000,-17436.5168457031,121920.19954556365
210,,STREAM/RIVER,1394409600000,-9381.28015136719,506378.7922975393
211,,TUNNEL/CULVERT,1394409600000,1637.31945800781,694292.3151368866
212,,TUNNEL/CULVERT,1394409600000,3538.27111816406,581157.9164433711
213,,TUNNEL/CULVERT,1394409600000,2124.12048339844,199855.47431923996
214,,TUNNEL/CULVERT,1394409600000,1928.96936035156,804143.3096051184
215,,TUNNEL/CULVERT,1394409600000,11977.8814697266,715434.8734957104
216,,TUNNEL/CULVERT,1394409600000,8556.46801757813,739009.3665311463
217,,LAKE/POND,1553299200000,11367.2867431641,131144.51472440595
218,,RESERVOIR,1394409600000,14322.7795410156,123841.30451617592
219,,RESERVOIR,1394409600000,-13029.8100585938,927568.867188856
220,,TUNNEL/CULVERT,1394409600000,9990.74377441406,397638.0384273643
221,,LAKE/POND,1553299200000,4801.68566894531,301018.2959630699
222,,LAKE/POND,1394409600000,-6103.29028320313,488634.6983629528
223,,LAKE/POND,1394409600000,-3161.99340820313,662897.2634780933
224,,LAKE/POND,1553299200000,-38665.0744628906,955626.7390980081
225,,LAKE/POND,1394409600000,5003.09643554688,286517.29581313994
226,,RESERVOIR,1394409600000,-234397.44543457,924815.0236606665
227,,RESERVOIR,1394409600000,6672.96301269531,24956.980577626306
228,,LAKE/POND,1394409600000,2080.67297363281,555241.9673245497
229,,RESERVOIR,1394409600000,11119.8776855469,634011.0801948053
230,,RESERVOIR,1394409600000,-2526.45349121094,105986.70811297446
231,,RESERVOIR,1394409600000,5436.68835449219,140425.4227646092
232,,RESERVOIR,1394409600000,16673.1628417969,419171.9887700529
233,,RESERVOIR,1394409600000,-12491.5142822266,966234.3227200552
234,,LAKE/POND,1394409600000,-2639.34729003906,596082.3529364961
235,,RESERVOIR,1394409600000,-12378.3153076172,933028.9862548296
236,,RESERVOIR,1394409600000,-1979.71411132813,804379.6751604938
237,,RESERVOIR,1394409600000,22944.3352050781,467434.39601353445
238,,RESERVOIR,1394409600000,11666.4183349609,784784.1881438129
239,,RESERVOIR,1394409600000,19047.8693847656,17934.98246180606
240,,LAKE/POND,1394409600000,623911.169799805,109232.9732220616
241,,RESERVOIR,1553299200000,51.9237060546875,829444.8425926332
242,,LAKE/POND,1553299200000,8497.60412597656,796836.609799241
243,,LAKE/POND,1553299200000,29784.7928466797,232717.24525149507
244,,DAM/WEIR,1553299200000,-5510.58947753906,530815.982870403
245,,LAKE/POND,1553299200000,57937.8024902344,606054.6131021202
246,,STREAM/RIVER,1553299200000,-43249.6741943359,867751.3121416798
247,,DAM/WEIR,1553299200000,4721.26123046875,603146.2435158344
248,,STREAM/RIVER,1553299200000,7156.64819335938,412629.8995451837
249,,STREAM/RIVER,1553299200000,19544.4471435547,374246.25081879855
250,,RESERVOIR,1553299200000,-8770.41345214844,425939.07228278613
251,,LAKE/POND,1553299200000,7290.27734375,651965.1805463906
252,,LAKE/POND,1553299200000,-1509.53100585938,867503.0151985179
253,,LAKE/POND,1553299200000,5456.375,453951.03849121
254,,RESERVOIR,1553299200000,-976.850463867188,247914.53115550004
255,,DAM/WEIR,1394409600000,5798.86926269531,236738.46009891838
256,,DAM/WEIR,1394409600000,1120.42822265625,746038.9328011419
257,,DAM/WEIR,1553299200000,-13857.7760009766,816586.2899788045
258,,DAM/WEIR,1553299200000,-5289.55029296875,105367.4467680597
259,,DAM/WEIR,1394409600000,2933.14819335938,66652.13451062569
260,,DAM/WEIR,1394409600000,8459.611328125,594473.6259564124
261,,LAKE/POND,1394409600000,-9326.94580078125,146258.4806950348
262,,LAKE/POND,1394409600000,-59190.4686279297,824680.8993731053
263,,LAKE/POND,1394409600000,61383.8576660156,310403.3301220081
264,,LAKE/POND,1394409600000,52427.0286865234,143957.40190591256
265,,LAKE/POND,1553299200000,30034.2318115234,920977.454469729
266,,LAKE/POND,1394409600000,-10743.8060302734,165615.0040312819
267,,RESERVOIR,1394409600000,6792.89794921875,284791.32560961944
268,,LAKE/POND,1394409600000,-58410.677734375,153697.88023914423
269,,LAKE/POND,1394409600000,-20577.8569335938,115578.39916892476
270,,LAKE/POND,1394409600000,100233.362548828,21245.880386790053
271,,LAKE/POND,1553299200000,-1045783.32714844,55489.81422793452
272,,STREAM/RIVER,1553299200000,76839.0073242188,174723.83214728817
273,,TUNNEL/CULVERT,1394409600000,1504.87390136719,53476.54105198004
274,,LAKE/POND,1394409600000,34234.4060058594,591184.110585544
275,,LAKE/POND,1553299200000,6794.23828125,680745.7746322997
276,,RESERVOIR,1553299200000,-26806.2757568359,393690.7001558882
277,,LAKE/POND,1553299200000,-195487.561889648,318058.97985125723
278,,LAKE/POND,1553299200000,-432622.736694336,504575.27987229085
279,,RESERVOIR,1553299200000,40686.6363525391,875016.5667354428
280,,DAM/WEIR,1553299200000,14348.0294189453,851145.6625278969
281,,DAM/WEIR,1553299200000,-11823.2827148438,43570.671031528655
282,,DAM/WEIR,1394409600000,-12626.9512939453,181580.07825715482
283,,DAM/WEIR,1394409600000,-1436.21643066406,236820.95987241447
284,,RESERVOIR,1394409600000,9173.45446777344,249462.38768705277
285,,RESERVOIR,1394409600000,3520.76403808594,571274.9572449467
286,,SPILLWAY,1394409600000,1143.86901855469,416320.38319819624
287,,STREAM/RIVER,1553299200000,71762.48046875,49349.1452614813
288,,RESERVOIR,1394409600000,-7054.30981445313,373676.40343158715
289,,TUNNEL/CULVERT,1394409600000,9801.14562988281,523800.04966981674
290,,LAKE/POND,1394409600000,8261.06396484375,101761.6340415227
291,,LAKE/POND,1553299200000,-18646.1888427734,833474.3744746271
292,,LAKE/POND,1394409600000,1721.90197753906,52056.61831659128
293,,TUNNEL/CULVERT,1394409600000,-4857.72326660156,924848.4599892913
294,,TUNNEL/CULVERT,1394409600000,1780.87939453125,99203.13115257592
295,,TUNNEL/CULVERT,1394409600000,1266.1845703125,843589.7505276414
296,,TUNNEL/CULVERT,1394409600000,7493.82946777344,902661.9759600804
297,,RESERVOIR,1553299200000,9619.8173828125,979571.7439478535
298,,LAKE/POND,1553299200000,-14403.6318359375,802044.8756596859
299,,LAKE/POND,1553299200000,9240.48815917969,779498.8135397111
300,,LAKE/POND,1553299200000,530.070556640625,642518.3851846721
301,,LAKE/POND,1553299200000,535.498291015625,779017.6759463166
302,,LAKE/POND,1553299200000,3645.1142578125,134638.61864009735
303,,LAKE/POND,1553299200000,-1865.53186035156,536113.8930760066
304,,DAM/WEIR,1394409600000,11140.9951171875,514270.9336805252
305,,DAM/WEIR,1394409600000,7176.64489746094,857585.5293360011
306,,DAM/WEIR,1394409600000,-6447.21423339844,462852.6228575909
307,,DAM/WEIR,1394409600000,20591.5301513672,385150.60206124734
308,,DAM/WEIR,1394409600000,1472.96447753906,639598.6753467151
309,,DAM/WEIR,1394409600000,5391.65026855469,266536.40470577846
310,,DAM/WEIR,1553299200000,34034.2474365234,139854.29434445052
311,,DAM/WEIR,1394409600000,-26230.1190185547,477929.0084190694
312,,LAKE/POND,1394409600000,40811.8937988281,416947.26276865695
313,,LAKE/POND,1394409600000,-5656.77270507813,232646.4509648803
314,,RESERVOIR,1394409600000,13622.9274902344,367574.6914223064
315,,LAKE/POND,1394409600000,70871.8885498047,366455.44418881496
316,,RESERVOIR,1553299200000,24161.7911376953,327562.4873605398
317,,LAKE/POND,1394409600000,6334.6494140625,379525.75385487656
318,,LAKE/POND,1553299200000,982519.755493164,685774.0853780543
319,,LAKE/POND,1394409600000,4124.39172363281,296946.4900473536
320,,LAKE/POND,1394409600000,27022.9454345703,948862.0920647421
321,,LAKE/POND,1394409600000,48101.5953369141,916355.4683882046
322,,LAKE/POND,1394409600000,100820.81628418,480961.85634682025
323,,LAKE/POND,1394409600000,-10810.9683837891,328428.0405229833
324,,LAKE/POND,1553299200000,878512.753051758,535480.7109162303
325,,LAKE/POND,1394409600000,151901.278930664,848574.7841642584
326,,LAKE/POND,1394409600000,20086.3989257813,652621.4292387054
327,,LAKE/POND,1394409600000,3555.75378417969,804410.5843724548
328,,STREAM/RIVER,1553299200000,-16223.3330078125,532768.4711158576
329,,TUNNEL/CULVERT,1394409600000,3017.09008789063,632953.7045870647
330,,TUNNEL/CULVERT,1394409600000,-3454.35412597656,288226.5104654293
331,,RESERVOIR,1394409600000,-7409.73522949219,734918.9381008975
332,,RESERVOIR,1394409600000,19876.2044677734,202484.15026181264
333,,RESERVOIR,1394409600000,-35961.2906494141,694827.9542074875
334,,RESERVOIR,1394409600000,-19079.6066894531,860732.1356999931
335,,RESERVOIR,1553299200000,5231.05676269531,132189.49491497647
336,,LAKE/POND,1394409600000,3883.349609375,614417.688188125
337,,LAKE/POND,1394409600000,6911.04296875,95186.14355936338
338,,RESERVOIR,1394409600000,-19570.9683837891,725742.3309929714
339,,LAKE/POND,1553299200000,52484.63671875,84584.68500841905
340,,RESERVOIR,1553299200000,29408.2602539063,935945.2927785333
341,,RESERVOIR,1394409600000,86077.7502441406,137494.05183686834
342,,RESERVOIR,1394409600000,11548.2633056641,958883.3990042435
343,,RESERVOIR,1394409600000,-7182.72778320313,800903.2867833121
344,,STREAM/RIVER,1553299200000,11382.1105957031,593722.042583903
345,,LAKE/POND,1553299200000,-17997.126953125,782645.0595949793
346,,LAKE/POND,1553299200000,16592.7038574219,795134.5323843486
347,,LAKE/POND,1553299200000,-5984.67272949219,946031.5140839857
348,,LAKE/POND,1553299200000,4817.12121582031,253457.76212044945
349,,LAKE/POND,1553299200000,-11348.3363037109,590116.2976928779
350,,LAKE/POND,1553299200000,1915.98083496094,95139.59759544722
351,,LAKE/POND,1553299200000,-2571.35498046875,616203.4672884189
352,,LAKE/POND,1553299200000,1805.86596679688,171374.00367107545
353,,RESERVOIR,1553299200000,-17290.2840576172,564993.5514606831
354,,RESERVOIR,1553299200000,-13679.4226074219,572472.6985519322
355,,SPILLWAY,1427760000000,153.626953125,466038.08848077623
356,,DAM/WEIR,1427760000000,5803.72521972656,522678.989703796
357,,LAKE/POND,1427760000000,2650.67834472656,763946.2337441973
358,,TUNNEL/CULVERT,1427760000000,1311.51831054688,799263.9927956989
359,,TUNNEL/CULVERT,1427760000000,2139.52197265625,492203.50810065604
360,,LAKE/POND,1553299200000,62660.7015380859,599632.8825850185
361,,DAM/WEIR,1427760000000,-6943.931640625,931242.1808302972
362,,DAM/WEIR,1427760000000,31854.0180664063,119821.4954086842
363,,LAKE/POND,1553299200000,288370.467651367,117191.7384399546
364,,RESERVOIR,1553299200000,3282.12329101563,87800.15330056542
365,,LAKE/POND,1427760000000,1967.65002441406,657896.8408487387
366,,DAM/WEIR,1427760000000,1322.89636230469,418666.02135199966
367,,LAKE/POND,1519689600000,12083.0114746094,774343.2096788129
368,,LAKE/POND,1519689600000,58027.6540527344,671263.6189358485
369,,LAKE/POND,1553299200000,-4209.56823730469,333704.060914647
370,,LAKE/POND,1553299200000,2488.95874023438,898375.8123402522
371,,LAKE/POND,1519689600000,1378.94299316406,762555.1313237982
372,,LAKE/POND,1519689600000,26614.8892822266,270607.61688114377
373,,LAKE/POND,1553299200000,331425.116943359,364255.23437825905
374,,LAKE/POND,1553299200000,-8699.68884277344,314508.22176626226
375,,LAKE/POND,1553299200000,-16860.4105224609,157695.72984848853
376,,LAKE/POND,1553299200000,-23706.7233886719,147868.44642156488
377,,LAKE/POND,1519689600000,1924.16430664063,936132.914501943
378,,RESERVOIR,1519689600000,-4642.27026367188,437959.8088909962
379,,LAKE/POND,1519689600000,943.885620117188,383381.10747530934
380,,LAKE/POND,1553299200000,225400.91003418,729712.0104208015
381,,LAKE/POND,1519689600000,209.807006835938,553037.2129533094
382,,LAKE/POND,1519689600000,-3818.30847167969,936145.4366997916
383,,LAKE/POND,1519689600000,965.745727539063,780322.6834585073
384,,LAKE/POND,1553299200000,-8190.48889160156,479421.14779856376
385,,LAKE/POND,1553299200000,8314.82312011719,376421.46117400465
386,,LAKE/POND,1519689600000,-8505.97497558594,986631.8951382847
387,,LAKE/POND,1553299200000,-31821.7200927734,717787.7422198071
388,,LAKE/POND,1519689600000,-769.72216796875,951198.5893431808
389,,LAKE/POND,1519689600000,358.79052734375,118566.61088074243
390,,LAKE/POND,1519689600000,-308.166870117188,850547.7752891843
391,,LAKE/POND,1553299200000,34792.8315429688,637109.5395289245
392,,LAKE/POND,1519689600000,65479.1276855469,122009.36424560074
393,,LAKE/POND,1519689600000,17601.7906494141,588298.5859112238
394,,LAKE/POND,1553299200000,-112667.751708984,686127.0693725732
395,,LAKE/POND,1553299200000,-25479.3464355469,12401.443317328089
396,,LAKE/POND,1519689600000,910.322021484375,454372.07572760055
397,,LAKE/POND,1519689600000,-854.559326171875,825416.1458456903
398,,LAKE/POND,1553299200000,557935.288696289,295429.1940825301
399,,LAKE/POND,1553299200000,-2854.19226074219,458601.76844228944
400,,DAM/WEIR,1553299200000,22670.8087158203,442369.4533410593
401,,TUNNEL/CULVERT,1519689600000,-4096.30053710938,301996.8967759559
402,,TUNNEL/CULVERT,1519689600000,3431.70764160156,918449.1328841072
403,,DAM/WEIR,1519689600000,-8059.4033203125,781315.1247339373
404,,ROCK/ISLAND,1519689600000,513.85302734375,110677.24156659989
405,,SPILLWAY,1519689600000,-489.6513671875,997033.9573371315
406,,STREAM/RIVER,1553299200000,10120.0637207031,879211.2251052902
407,,SPILLWAY,1519689600000,1202.37438964844,283979.7631118147
408,,STREAM/RIVER,1553299200000,-7503.92395019531,836912.0531063925
409,,DAM/WEIR,1519689600000,-5065.97924804688,106508.78349866386
410,,DAM/WEIR,1519689600000,-17986.4984130859,999103.8208964608
